Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Year,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double),Abritary Gen,Gen Year
AMD,Southern Islands (HD 7800),Radeon HD 7870 GHz Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-7870-ghz-edition.c339,Pitcairn,https://www.techpowerup.com/gpu-specs/amd-pitcairn.g420,"Mar 5th, 2012",2012,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,175 W,32.00 GPixel/s,80.00 GTexel/s,,2.560 TFLOPS,160.0 GFLOPS (1:16),3,2011
AMD,Southern Islands (HD 7800),Radeon HD 7870 XT,https://www.techpowerup.com/gpu-specs/radeon-hd-7870-xt.c1860,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Nov 19th, 2012",2012,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1500 MHz,1536 / 96 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,31.20 GPixel/s,93.60 GTexel/s,,2.995 TFLOPS,748.8 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7950 Monica BIOS 1,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-monica-bios-1.c3076,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jan 31st, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1250 MHz,1536 / 96 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.60 GPixel/s,88.80 GTexel/s,,2.842 TFLOPS,710.4 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7950 Monica BIOS 2,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-monica-bios-2.c3077,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jan 31st, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,768 / 48 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,25.60 GPixel/s,38.40 GTexel/s,,"1,229 GFLOPS",307.2 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7950 Mac Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-mac-edition.c2142,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Mar 7th, 2013",2013,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,25.60 GPixel/s,89.60 GTexel/s,,2.867 TFLOPS,716.8 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7950,https://www.techpowerup.com/gpu-specs/radeon-hd-7950.c307,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jan 31st, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,25.60 GPixel/s,89.60 GTexel/s,,2.867 TFLOPS,716.8 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7950 Boost,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-boost.c1181,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jun 22nd, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1250 MHz,1792 / 112 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.60 GPixel/s,103.6 GTexel/s,,3.315 TFLOPS,828.8 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7970,https://www.techpowerup.com/gpu-specs/radeon-hd-7970.c296,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Dec 22nd, 2011",2011,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.60 GPixel/s,118.4 GTexel/s,,3.789 TFLOPS,947.2 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7970 GHz Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-7970-ghz-edition.c365,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jun 22nd, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1000 MHz,1500 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,33.60 GPixel/s,134.4 GTexel/s,,4.301 TFLOPS,"1,075 GFLOPS (1:4)",3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7970 X2,https://www.techpowerup.com/gpu-specs/radeon-hd-7970-x2.c730,New Zealand,https://www.techpowerup.com/gpu-specs/amd-new-zealand.g629,"Aug 31st, 2012",2012,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,500 W,29.60 GPixel/s,118.4 GTexel/s,,3.789 TFLOPS,947.2 GFLOPS (1:4),3,2011
AMD,Southern Islands (HD 7900),Radeon HD 7990,https://www.techpowerup.com/gpu-specs/radeon-hd-7990.c2126,Malta,https://www.techpowerup.com/gpu-specs/amd-malta.g97,"Apr 24th, 2013",2013,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",11.8M / mm²,365 mm²,12 (11_1),4.6,2.1 (1.2),1.2.175,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,32.00 GPixel/s,128.0 GTexel/s,,4.096 TFLOPS,"1,024 GFLOPS (1:4)",3,2011
AMD,Sea Islands (HD 8300),Radeon HD 8350 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8350-oem.c1976,Cedar,https://www.techpowerup.com/gpu-specs/amd-cedar.g113,"Jan 8th, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,667 MHz,80 / 8 / 4,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,25 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8400),Radeon HD 8450 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8450-oem.c1977,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Jan 8th, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,2.500 GPixel/s,5.000 GTexel/s,,200.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8400),Radeon HD 8470 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8470-oem.c1978,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Jan 8th, 2013",2013,PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",775 MHz,800 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.100 GPixel/s,6.200 GTexel/s,,248.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8400),Radeon HD 8490 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8490-oem.c2038,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Jul 23rd, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.500 GPixel/s,7.000 GTexel/s,,280.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8500),Radeon HD 8510 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8510-oem.c2545,Turks,https://www.techpowerup.com/gpu-specs/amd-turks.g92,"Jul 23rd, 2013",2013,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,TeraScale 2,TSMC,40 nm,716 million,6.1M / mm²,118 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,480,24,8,,,8 KB per CU,256 KB,,75 W,5.200 GPixel/s,15.60 GTexel/s,,624.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8500),Radeon HD 8510 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8510-oem.c2360,Redwood,https://www.techpowerup.com/gpu-specs/amd-redwood.g193,"Apr 24th, 2013",2013,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,500 MHz,400 / 20 / 8,TeraScale 2,TSMC,40 nm,627 million,6.0M / mm²,104 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,400,20,8,,,8 KB per CU,256 KB,,39 W,5.200 GPixel/s,13.00 GTexel/s,,520.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8500),Radeon HD 8550 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8550-oem.c2515,Turks,https://www.techpowerup.com/gpu-specs/amd-turks.g92,"Oct 25th, 2013",2013,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,TeraScale 2,TSMC,40 nm,716 million,6.1M / mm²,118 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,480,24,8,,,8 KB per CU,256 KB,,75 W,5.200 GPixel/s,15.60 GTexel/s,,624.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8500),Radeon HD 8570 OEM Rebrand,https://www.techpowerup.com/gpu-specs/radeon-hd-8570-oem-rebrand.c2435,Turks,https://www.techpowerup.com/gpu-specs/amd-turks.g92,"Jul 23rd, 2013",2013,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,TeraScale 2,TSMC,40 nm,716 million,6.1M / mm²,118 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,480,24,8,,,8 KB per CU,256 KB,,75 W,5.200 GPixel/s,15.60 GTexel/s,,624.0 GFLOPS,,1,2009
AMD,Sea Islands (HD 8500),Radeon HD 8570 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8570-oem.c1974,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jan 8th, 2013",2013,PCIe 3.0 x8,"2 GB, GDDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8600),Radeon HD 8670 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8670-oem.c1853,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jan 8th, 2013",2013,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,8.400 GPixel/s,25.20 GTexel/s,,806.4 GFLOPS,50.40 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8700),Radeon HD 8730 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8730-oem.c2401,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Sep 5th, 2013",2013,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,6.400 GPixel/s,19.20 GTexel/s,,614.4 GFLOPS,38.40 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8700),Radeon HD 8740 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8740-oem.c2508,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Sep 5th, 2013",2013,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,12.80 GPixel/s,25.60 GTexel/s,,819.2 GFLOPS,51.20 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8700),Radeon HD 8760 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8760-oem.c1964,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Jan 8th, 2013",2013,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1125 MHz,640 / 40 / 16,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,16.00 GPixel/s,40.00 GTexel/s,,"1,280 GFLOPS",80.00 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8700),Radeon HD 8770 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8770-oem.c1979,Bonaire,https://www.techpowerup.com/gpu-specs/amd-bonaire.g568,"Sep 2nd, 2013",2013,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1050 MHz,1500 MHz,896 / 56 / 16,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,115 W,16.80 GPixel/s,58.80 GTexel/s,,1.882 TFLOPS,117.6 GFLOPS (1:16),4,2013
AMD,Sea Islands (HD 8800),Radeon HD 8860 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8860-oem.c2390,Curacao,https://www.techpowerup.com/gpu-specs/amd-curacao.g758,"Jan 8th, 2013",2013,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,29.60 GPixel/s,74.00 GTexel/s,,2.368 TFLOPS,148.0 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8800),Radeon HD 8870 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8870-oem.c2461,Pitcairn,https://www.techpowerup.com/gpu-specs/amd-pitcairn.g420,"Jan 8th, 2013",2013,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,175 W,32.00 GPixel/s,80.00 GTexel/s,,2.560 TFLOPS,160.0 GFLOPS (1:16),3,2011
AMD,Sea Islands (HD 8900),Radeon HD 8950 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8950-oem.c1971,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jan 8th, 2013",2013,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1250 MHz,1792 / 112 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.60 GPixel/s,103.6 GTexel/s,,3.315 TFLOPS,828.8 GFLOPS (1:4),3,2011
AMD,Sea Islands (HD 8900),Radeon HD 8970 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8970-oem.c1972,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Jan 8th, 2013",2013,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.60 GPixel/s,118.4 GTexel/s,,3.789 TFLOPS,947.2 GFLOPS (1:4),3,2011
AMD,Sea Islands (HD 8900),Radeon HD 8990 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-8990-oem.c2389,Malta,https://www.techpowerup.com/gpu-specs/amd-malta.g97,"Apr 24th, 2013",2013,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32,GCN 1.0,TSMC,28 nm,"4,313 million",11.8M / mm²,365 mm²,12 (11_1),4.6,2.1 (1.2),1.2.175,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,32.00 GPixel/s,128.0 GTexel/s,,4.096 TFLOPS,"1,024 GFLOPS (1:4)",3,2011
AMD,Volcanic Islands (R5 200),Radeon R5 220 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-220-oem.c2544,Cedar,https://www.techpowerup.com/gpu-specs/amd-cedar.g113,"Dec 21st, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,533 MHz,80 / 8 / 4,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,25 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,,1,2009
AMD,Volcanic Islands (R5 200),Radeon R5 230,https://www.techpowerup.com/gpu-specs/radeon-r5-230.c2576,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Apr 3rd, 2014",2014,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,2.500 GPixel/s,5.000 GTexel/s,,200.0 GFLOPS,,1,2009
AMD,Volcanic Islands (R5 200),Radeon R5 230 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-230-oem.c2504,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Dec 21st, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,2.500 GPixel/s,5.000 GTexel/s,,200.0 GFLOPS,,1,2009
AMD,Volcanic Islands (R5 200),Radeon R5 235 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-235-oem.c2502,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Dec 21st, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.100 GPixel/s,6.200 GTexel/s,,248.0 GFLOPS,,1,2009
AMD,Volcanic Islands (R5 200),Radeon R5 235X OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-235x-oem.c2503,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"Dec 21st, 2013",2013,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.500 GPixel/s,7.000 GTexel/s,,280.0 GFLOPS,,1,2009
AMD,Volcanic Islands (R5 200),Radeon R5 240 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-240-oem.c2531,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Nov 1st, 2013",2013,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",730 MHz,900 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16),3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 240 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-240-oem.c2542,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Nov 1st, 2013",2013,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,15.60 GTexel/s,,499.2 GFLOPS,31.20 GFLOPS (1:16),3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 240,https://www.techpowerup.com/gpu-specs/radeon-r7-240.c2463,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Oct 8th, 2013",2013,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,15.60 GTexel/s,,499.2 GFLOPS,,3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 240,https://www.techpowerup.com/gpu-specs/radeon-r7-240.c3130,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Oct 8th, 2013",2013,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",650 MHz,1150 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,5.600 GPixel/s,14.00 GTexel/s,,448.0 GFLOPS,28.00 GFLOPS (1:16),3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 250 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-250-oem.c2731,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Oct 8th, 2013",2013,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,8.400 GPixel/s,25.20 GTexel/s,,806.4 GFLOPS,50.40 GFLOPS (1:16),3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 250E,https://www.techpowerup.com/gpu-specs/radeon-r7-250e.c2559,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Dec 20th, 2013",2013,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,12.80 GPixel/s,25.60 GTexel/s,,819.2 GFLOPS,51.20 GFLOPS (1:16),3,2011
AMD,Volcanic Islands (R7 200),Radeon R7 250XE,https://www.techpowerup.com/gpu-specs/radeon-r7-250xe.c2615,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Aug 21st, 2014",2014,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",860 MHz,1125 MHz,640 / 40 / 16,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,13.76 GPixel/s,34.40 GTexel/s,,"1,101 GFLOPS",68.80 GFLOPS (1:16),3,2011
